26,Arthur's Perfect Christmas/Transcript,1,Swedish Singers:,"Swedish Singers: (sing:) ""Natten går tunga fjät / rund gård och stuva, /kring jord, som sol förlät, / skuggorna ruva. / Då i vårt mörka hus, / stiger med tända ljus, / Sankta Lucia, Sankta Lucia. [Translation: Night walks with a heavy step round yard and hearth. As the sun departs from earth, shadows are brooding. There in our dark house, walking with lit candles, Santa Lucia, Santa Lucia!]
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Title: Arthur – It' Only Rock 'n' Roll,Title: Arthur – It' Only Rock 'n' Roll
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Backstreet Boys:,"Backstreet Boys: ""Yeah. / You are my fire. / The one desire. / Believe when I say / I want it that way.""
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Oh, me too! I want it that way too.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Backstreet Boys:,"Backstreet Boys: ""But we are two worlds apart."" (Muffy runs up to them again.)
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Nick, we're not that far apart.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Backstreet Boys:,"Backstreet Boys: ""Can't reach to your heart.""
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: I'm here! Over here!
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Backstreet Boys:,"Backstreet Boys: ""When you say / that I want it that way.""
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Get off!
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: Sorry. What are you doing anyway?
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: I'm busy.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Backstreet Boys:,"Backstreet Boys: ""Don't want to hear you say. / Ain't nothing but a heartache. / Ain't nothing but a mistake.""  (In her imagination Muffy pushes through the crowd.)
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Nick! I'm here!
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Backstreet Boys:,"Backstreet Boys: ""I never want to hear you say…""
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: What are you doing? You have to stop listening to this rot. It's destroying your brain.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: What?? Are you talking about the Backstreet Boys, the ones who are coming to town in four weeks, six days, and fifty-  (looks at watch.) seven minutes?
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: Uh-huh. Rot. Maybe they were good once, but now they're just sellouts. (holding a remote to mute the audio.) Look at them!
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: I know. Aren't they cute?
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: Muffy! Being cute is not the point. The point is they're sellouts.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Francine, if you had a band, you'd sell out in five minutes.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: I would not. Music is sacred. I would never sell out.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Oh yeah? You'd be just like everybody else. First you'd have a hit song, then you'd make a CD, then you'd make a video where you'd wear a cute little costume and learn how to dance and flounce your hair right. And the next thing you'll know you'll be making commercials and a ton of money, and, by the way, when that happens you owe me half of it, because it was all my idea.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: I would never do that. If I had a band, we'd do nothing but make really good music, and if anyone even tried to make us go on TV or dance, I'd just quit. (She goes to the door.)
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Well, we'll never know, will we, because you don't have a band and you probably never will.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: If I do, it'll be a million times better than those Blob Street Boys.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Hh! How could you?? You, my best friend.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: Oh brother. I'm getting out of here.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Go! And don't come back until you can apologize to Nick.
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Francine:,"Francine: Until I what?? Oh man, you are losing it. (She leaves.)
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Muffy:,"Muffy: Don't worry, Nick. I know she didn't mean it. (She turns the music back on. In her imagination she is in the crowd waving goodbye.)
"
26,Arthur - It's Only Rock 'n' Roll/Transcript,2,Backstreet Boys:,"Backstreet Boys: ""I never want to hear you say / I want it that way. / Cause I want it that way.""
"
